column_name,dictionary_match,source_table,description,type,units,modality,missing_rate,non_missing_count,unique_count,available_in_d3,suspected_label,suspected_leakage,duplicated_measurement_family,recommended_use,exclusion_reason
TMPMIDR08_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Temporal_Mid_R,,Normalized Counts,pet_fdg,0.992308,98,98,False,False,False,TMPMIDR08,exclude_high_missing,Availability is below the configured feature threshold.
TMPINFL09_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Temporal_Inf_L,,Normalized Counts,pet_fdg,0.982419,224,223,False,False,False,TMPINFL09,exclude_high_missing,Availability is below the configured feature threshold.
CINGPST09_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Cingulum_Post,,Normalized Counts,pet_fdg,0.982419,224,224,False,False,False,CINGPST09,exclude_high_missing,Availability is below the configured feature threshold.
PRECUNL09_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Precuneus_L,,Normalized Counts,pet_fdg,0.982419,224,224,False,False,False,PRECUNL09,exclude_high_missing,Availability is below the configured feature threshold.
PARIINFR09_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Parietal_Inf_R,,Normalized Counts,pet_fdg,0.982419,224,224,False,False,False,PARIINFR09,exclude_high_missing,Availability is below the configured feature threshold.
TMPINFL10_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Temporal_Inf_L,,Normalized Counts,pet_fdg,0.982419,224,224,False,False,False,TMPINFL10,exclude_high_missing,Availability is below the configured feature threshold.
PRECUNL10_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Precuneus_L,,Normalized Counts,pet_fdg,0.982419,224,223,False,False,False,PRECUNL10,exclude_high_missing,Availability is below the configured feature threshold.
TMPINFL11_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Temporal_Inf_L,,Normalized Counts,pet_fdg,0.991366,110,110,False,False,False,TMPINFL11,exclude_high_missing,Availability is below the configured feature threshold.
OCCMIDL11_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Occipital_Mid_L,,Normalized Counts,pet_fdg,0.991366,110,110,False,False,False,OCCMIDL11,exclude_high_missing,Availability is below the configured feature threshold.
CINGPST11_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Cingulum_Post_L,,Normalized Counts,pet_fdg,0.991366,110,110,False,False,False,CINGPST11,exclude_high_missing,Availability is below the configured feature threshold.
CINGMID11_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Cingulum_Post_R/Cingulum_Mid_R,,Normalized Counts,pet_fdg,0.991366,110,110,False,False,False,CINGMID11,exclude_high_missing,Availability is below the configured feature threshold.
TMPPOSR12_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Temporal_Pole_Sup_R,,Normalized Counts,pet_fdg,0.994506,70,70,False,False,False,TMPPOSR12,exclude_high_missing,Availability is below the configured feature threshold.
CINGPSTR12_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Cingulum_Post_R/Cingulum_Mid_R,,Normalized Counts,pet_fdg,0.994506,70,70,False,False,False,CINGPSTR12,exclude_high_missing,Availability is below the configured feature threshold.
FROITRN001_BAIPETNMRC_09_12_16,True,BAIPETNMRC,"Training group, all subjects",,Normalized Counts,pet_fdg,0.981948,230,230,False,False,False,FROITRN001,exclude_high_missing,Availability is below the configured feature threshold.
FROITRN002_BAIPETNMRC_09_12_16,True,BAIPETNMRC,"Training group, exclude HRRT and BioGraph HiRez",,Normalized Counts,pet_fdg,0.985715,182,182,False,False,False,FROITRN002,exclude_high_missing,Availability is below the configured feature threshold.
FROITST001_BAIPETNMRC_09_12_16,True,BAIPETNMRC,"Testing group, all scans",,Normalized Counts,pet_fdg,0.976454,300,298,False,False,False,FROITST001,exclude_high_missing,Availability is below the configured feature threshold.
FROITST002_BAIPETNMRC_09_12_16,True,BAIPETNMRC,"Testing group, exclude HRRT and BioGraph HiRez",,Normalized Counts,pet_fdg,0.982262,226,226,False,False,False,FROITST002,exclude_high_missing,Availability is below the configured feature threshold.
FROIWHL001_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.958402,530,529,False,False,False,FROIWHL001,exclude_high_missing,Availability is below the configured feature threshold.
FROIWHL002_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Exclude HRRT and BioGraph HiRez,,Normalized Counts,pet_fdg,0.967977,408,408,False,False,False,FROIWHL002,exclude_high_missing,Availability is below the configured feature threshold.
FRPMSK001_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Exclude HRRT and BioGraph HiRez,,Normalized Counts,pet_fdg,0.943725,717,711,False,False,False,FRPMSK001,exclude_high_missing,Availability is below the configured feature threshold.
FRPMSK002_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.928891,906,900,False,False,False,FRPMSK002,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK003_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Exclude HRRT and BioGraph HiRez,,Normalized Counts,pet_fdg,0.943725,717,707,False,False,False,FRTMSK003,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK004_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.928891,906,892,False,False,False,FRTMSK004,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK005_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.987128,164,164,False,False,False,FRTMSK005,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK006_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.973001,344,343,False,False,False,FRTMSK006,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK007_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.975983,306,304,False,False,False,FRTMSK007,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK008_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Exclude HRRT and BioGraph HiRez,,Normalized Counts,pet_fdg,0.981477,236,236,False,False,False,FRTMSK008,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK009_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.957774,538,537,False,False,False,FRTMSK009,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK010_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Exclude HRRT and BioGraph HiRez,,Normalized Counts,pet_fdg,0.966722,424,424,False,False,False,FRTMSK010,exclude_high_missing,Availability is below the configured feature threshold.
FRTMSK011_BAIPETNMRC_09_12_16,True,BAIPETNMRC,All subjects,,Normalized Counts,pet_fdg,0.99325,86,86,False,False,False,FRTMSK011,exclude_high_missing,Availability is below the configured feature threshold.
HCISUB1_BAIPETNMRC_09_12_16,True,BAIPETNMRC,hypometabolic convergence index for 74 AD subjects,,unitless,pet_fdg,0.994192,74,74,False,False,False,HCISUB1,exclude_high_missing,Availability is below the configured feature threshold.
HCI99_BAIPETNMRC_09_12_16,True,BAIPETNMRC,"hypometabolic convergence index for normal controls, stable MCI, MCI converter and ADs",,unitless,pet_fdg,0.985244,188,174,False,False,False,HCI99,exclude_high_missing,Availability is below the configured feature threshold.
HCI_BAIPETNMRC_09_12_16,True,BAIPETNMRC,hypometabolic convergence index for ADNI1/ADNI2/ADNIGO subjects,,unitless,pet_fdg,0.813751,2373,1387,False,False,False,HCI,exclude_high_missing,Availability is below the configured feature threshold.
NL1HIPP_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from H,,Normalized Counts,pet_fdg,0.990896,116,116,False,False,False,NL1HIPP,exclude_high_missing,Availability is below the configured feature threshold.
NL1PTEMP_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from t,,Normalized Counts,pet_fdg,0.990896,116,116,False,False,False,NL1PTEMP,exclude_high_missing,Availability is below the configured feature threshold.
NL1PSTCG_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from t,,Normalized Counts,pet_fdg,0.990896,116,116,False,False,False,NL1PSTCG,exclude_high_missing,Availability is below the configured feature threshold.
NL2PSTCG_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from P,,Normalized Counts,pet_fdg,0.97975,258,257,False,False,False,NL2PSTCG,exclude_high_missing,Availability is below the configured feature threshold.
NL2PARI_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from 12 months to 24 months from the inferior parietal regio,,Normalized Counts,pet_fdg,0.989875,129,129,False,False,False,NL2PARI,exclude_high_missing,Availability is below the configured feature threshold.
NL3FRONT_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from s,,Normalized Counts,pet_fdg,0.988384,148,148,False,False,False,NL3FRONT,exclude_high_missing,Availability is below the configured feature threshold.
DECLADFR_BAIPETNMRC_09_12_16,True,BAIPETNMRC,difference of globally normalized CMRgl from Baseline to 12 months from the superior frontal region,,Normalized Counts,pet_fdg,0.994192,74,74,False,False,False,DECLADFR,exclude_high_missing,Availability is below the configured feature threshold.
DECLADTMP_BAIPETNMRC_09_12_16,True,BAIPETNMRC,CMRgl from Baseline from the inferior temporal region of 74 AD patients,,Normalized Counts,pet_fdg,0.994192,74,74,False,False,False,DECLADTMP,exclude_high_missing,Availability is below the configured feature threshold.
LONGHCI_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Extension of HCI to longitudinal data,,unitless,pet_fdg,1.0,0,0,False,False,False,LONGHCI,exclude_high_missing,Availability is below the configured feature threshold.
BSLVBM_BAIPETNMRC_09_12_16,True,BAIPETNMRC,VBManalysis of structural MRI data,,unitless,pet_fdg,1.0,0,0,False,False,False,BSLVBM,exclude_high_missing,Availability is below the configured feature threshold.
ACI_BAIPETNMRC_09_12_16,True,BAIPETNMRC,amyloid convergence index for AV-45 subjects,,unitless,pet_fdg,0.960207,507,507,False,False,False,ACI,exclude_high_missing,Availability is below the configured feature threshold.
MCSUVR_BAIPETNMRC_09_12_16,True,BAIPETNMRC,mean cortical standard uptake value ratio,,unitless,pet_fdg,0.994741,67,67,False,False,False,MCSUVR,exclude_high_missing,Availability is below the configured feature threshold.
FNMPREC_BAIPETNMRC_09_12_16,True,BAIPETNMRC,precuneus FDG measure,,unitless,pet_fdg,0.995526,57,57,False,False,False,FNMPREC,exclude_high_missing,Availability is below the configured feature threshold.
FNAPREC_BAIPETNMRC_09_12_16,True,BAIPETNMRC,precuneus FDG measure,,unitless,pet_fdg,0.995291,60,60,False,False,False,FNAPREC,exclude_high_missing,Availability is below the configured feature threshold.
FNAPC_BAIPETNMRC_09_12_16,True,BAIPETNMRC,posterior cingulate FDG measure,,unitless,pet_fdg,0.995291,60,60,False,False,False,FNAPC,exclude_high_missing,Availability is below the configured feature threshold.
FEAPREC_BAIPETNMRC_09_12_16,True,BAIPETNMRC,precuneus FDG measure,,unitless,pet_fdg,0.993643,81,81,False,False,False,FEAPREC,exclude_high_missing,Availability is below the configured feature threshold.
FMAPREC_BAIPETNMRC_09_12_16,True,BAIPETNMRC,precuneus FDG measure,,unitless,pet_fdg,0.996625,43,43,False,False,False,FMAPREC,exclude_high_missing,Availability is below the configured feature threshold.
FMAPC_BAIPETNMRC_09_12_16,True,BAIPETNMRC,posterior cingulate FDG measure,,unitless,pet_fdg,0.996625,43,43,False,False,False,FMAPC,exclude_high_missing,Availability is below the configured feature threshold.
AVNEFRONT_BAIPETNMRC_09_12_16,True,BAIPETNMRC,frontal AV-45 measure,,unitless,pet_fdg,0.995997,51,51,False,False,False,AVNEFRONT,exclude_high_missing,Availability is below the configured feature threshold.
AVNMFRONT_BAIPETNMRC_09_12_16,True,BAIPETNMRC,frontal AV-45 measure,,unitless,pet_fdg,0.996782,41,41,False,False,False,AVNMFRONT,exclude_high_missing,Availability is below the configured feature threshold.
AVNAFRONT_BAIPETNMRC_09_12_16,True,BAIPETNMRC,frontal AV-45 measure,,unitless,pet_fdg,0.997881,27,27,False,False,False,AVNAFRONT,exclude_high_missing,Availability is below the configured feature threshold.
AVEMTEMP_BAIPETNMRC_09_12_16,True,BAIPETNMRC,temporal AV-45 measure,,unitless,pet_fdg,0.996076,50,50,False,False,False,AVEMTEMP,exclude_high_missing,Availability is below the configured feature threshold.
AVEATEMP_BAIPETNMRC_09_12_16,True,BAIPETNMRC,temporal AV-45 measure,,unitless,pet_fdg,0.997174,36,36,False,False,False,AVEATEMP,exclude_high_missing,Availability is below the configured feature threshold.
AVMAOCCIP_BAIPETNMRC_09_12_16,True,BAIPETNMRC,occipital AV-45 measure,,unitless,pet_fdg,0.997959,26,26,False,False,False,AVMAOCCIP,exclude_high_missing,Availability is below the configured feature threshold.
FEAPC2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,posterior cingulate FDG measure,,unitless,pet_fdg,0.989718,131,131,False,False,False,FEAPC2,exclude_high_missing,Availability is below the configured feature threshold.
FEMPC2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,posterior cingulate FDG measure,,unitless,pet_fdg,0.989718,131,131,False,False,False,FEMPC2,exclude_high_missing,Availability is below the configured feature threshold.
FMAPREC2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,precuneus FDG measure,,unitless,pet_fdg,0.994192,74,74,False,False,False,FMAPREC2,exclude_high_missing,Availability is below the configured feature threshold.
FNAPARI2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,parietal FDG measure,,unitless,pet_fdg,0.992073,101,101,False,False,False,FNAPARI2,exclude_high_missing,Availability is below the configured feature threshold.
FNEHC2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,hippocampal FDG measure,,unitless,pet_fdg,0.987599,158,158,False,False,False,FNEHC2,exclude_high_missing,Availability is below the configured feature threshold.
FNMTEMP2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,temporal FDG measure,,unitless,pet_fdg,0.992073,101,101,False,False,False,FNMTEMP2,exclude_high_missing,Availability is below the configured feature threshold.
AVEATEMP2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,temporal AV-45 measure,,unitless,pet_fdg,0.994427,71,71,False,False,False,AVEATEMP2,exclude_high_missing,Availability is below the configured feature threshold.
AVEMTEMP2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,temporal AV-45 measure,,unitless,pet_fdg,0.992465,96,96,False,False,False,AVEMTEMP2,exclude_high_missing,Availability is below the configured feature threshold.
AVMAFRNT2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,frontal AV-45 measure,,unitless,pet_fdg,0.995526,57,57,False,False,False,AVMAFRNT2,exclude_high_missing,Availability is below the configured feature threshold.
AVNATEMP2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,temporal AV-45 measure,,unitless,pet_fdg,0.995134,62,62,False,False,False,AVNATEMP2,exclude_high_missing,Availability is below the configured feature threshold.
AVNEFRNT2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,frontal AV-45 measure,,unitless,pet_fdg,0.992073,101,101,False,False,False,AVNEFRNT2,exclude_high_missing,Availability is below the configured feature threshold.
AVNMPREC2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,precuneus AV-45 measure,,unitless,pet_fdg,0.983125,215,215,False,False,False,AVNMPREC2,exclude_high_missing,Availability is below the configured feature threshold.
MMPLS_BAIPETNMRC_09_12_16,True,BAIPETNMRC,AVfdgPLS,,unitless,pet_fdg,0.982497,223,223,False,False,False,MMPLS,exclude_high_missing,Availability is below the configured feature threshold.
ICA_BAIPETNMRC_09_12_16,True,BAIPETNMRC,AV_ICA,,unitless,pet_fdg,0.968448,402,399,False,False,False,ICA,exclude_high_missing,Availability is below the configured feature threshold.
PCA2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,AV_SSM,,unitless,pet_fdg,0.985009,191,188,False,False,False,PCA2,exclude_high_missing,Availability is below the configured feature threshold.
PLSFDG01_BAIPETNMRC_09_12_16,True,BAIPETNMRC,PLS for FDG PET,,unitless,pet_fdg,0.92481,958,945,False,False,False,PLSFDG01,exclude_high_missing,Availability is below the configured feature threshold.
HCI001_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Hypometabolic Convergence Index,,unitless,pet_fdg,0.92481,958,926,False,False,False,HCI001,exclude_high_missing,Availability is below the configured feature threshold.
MCSUVRWM_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Mean Cortical SUVR Corpus Callosum and Centrum Semiovale Combined,,unitless,pet_fdg,0.983204,214,206,False,False,False,MCSUVRWM,exclude_high_missing,Availability is below the configured feature threshold.
MCSUVRWM2_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Mean Cortical SUVR Corpus Callosum and Centrum Semiovale Combined,,unitless,pet_fdg,0.973785,334,334,False,False,False,MCSUVRWM2,exclude_high_missing,Availability is below the configured feature threshold.
HCI_2014_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Hypometabolic Convergence Index,,unitless,pet_fdg,0.802527,2516,2509,False,False,False,HCI_2014,exclude_high_missing,Availability is below the configured feature threshold.
SROI_BAIPETNMRC_09_12_16,True,BAIPETNMRC,statistical region of interest (sROI) developed and validated for optimal longitudinal FDG-PET CMRgl,,unitless,pet_fdg,0.802527,2516,1662,False,False,False,SROI,exclude_high_missing,Availability is below the configured feature threshold.
MCSUVRWM3_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Mean Cortical SUVR with Corpus Callosum and Centrum Semiovale Combined as reference region,,unitless,pet_fdg,0.895063,1337,1306,False,False,False,MCSUVRWM3,exclude_high_missing,Availability is below the configured feature threshold.
MCSUVRCERE_BAIPETNMRC_09_12_16,True,BAIPETNMRC,Mean Cortical SUVR with Cerebellum as reference region,,unitless,pet_fdg,0.895063,1337,1254,False,False,False,MCSUVRCERE,exclude_high_missing,Availability is below the configured feature threshold.
update_stamp_BAIPETNMRC_09_12_16,False,,,,,administrative,0.697198,3858,33,False,False,True,UPDATE_STAMP,exclude_administrative,Administrative or data-construction field.
EXAMDATE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Date of AV45 scan,D,,visit_time,0.833765,2118,1047,False,False,True,EXAMDATE,exclude_leakage,Target-derived or temporal field is excluded from model inputs.
CEREBELLUMGREYMATTER_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Reference region - florbetapir mean of cerebellar grey matter.  Regions defined by Freesurfer; see J,N,av45 uptake - reference region,pet_amyloid,0.833765,2118,1265,False,False,False,CEREBELLUMGREYMATTER,exclude_high_missing,Availability is below the configured feature threshold.
WHOLECEREBELLUM_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Reference region - florbetapir mean of whole cerebellum.  Regions defined by Freesurfer; see Jagust,N,av45 uptake - reference region,pet_amyloid,0.833765,2118,1447,False,False,False,WHOLECEREBELLUM,exclude_high_missing,Availability is below the configured feature threshold.
ERODED_SUBCORTICALWM_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Reference region - florbetapir mean of eroded subcortical white matter.  Regions defined by Freesurf,N,av45 uptake - reference region,pet_amyloid,0.833765,2118,1876,False,False,False,ERODED_SUBCORTICALWM,exclude_high_missing,Availability is below the configured feature threshold.
COMPOSIT_REF_UCBERKELEYAV45_10_17_16,False,,,,,pet_amyloid,0.833765,2118,1753,False,False,False,COMPOSIT_REF,exclude_high_missing,Availability is below the configured feature threshold.
FRONTAL_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Weighted florbetapir mean in frontal regions.  Regions defined by Freesurfer; see Jagust lab PDF on,N,av45 uptake in cortical grey matter,pet_amyloid,0.833765,2118,1903,False,False,False,FRONTAL,exclude_high_missing,Availability is below the configured feature threshold.
CINGULATE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Weighted florbetapir mean in anterior/posterior cingulate regions.  Regions defined by Freesurfer; s,N,av45 uptake in cortical grey matter,pet_amyloid,0.833765,2118,1895,False,False,False,CINGULATE,exclude_high_missing,Availability is below the configured feature threshold.
PARIETAL_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Weighted florbetapir mean in lateral parietal regions.  Regions defined by Freesurfer; see Jagust la,N,av45 uptake in cortical grey matter,pet_amyloid,0.833765,2118,1899,False,False,False,PARIETAL,exclude_high_missing,Availability is below the configured feature threshold.
TEMPORAL_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Weighted florbetapir mean in lateral temporal regions.  Regions defined by Freesurfer; see Jagust la,N,av45 uptake in cortical grey matter,pet_amyloid,0.833765,2118,1865,False,False,False,TEMPORAL,exclude_high_missing,Availability is below the configured feature threshold.
SUMMARYSUVR_WHOLECEREBNORM_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Summary florbetapir cortical SUVR normalized by whole cerebellum.  See Jagust lab PDF on LONI for de,N,av45 ratio (cortical grey matter/whole cerebellum),pet_amyloid,0.833765,2118,1804,False,False,False,SUMMARYSUVR_WHOLECEREBNORM,exclude_high_missing,Availability is below the configured feature threshold.
SUMMARYSUVR_WHOLECEREBNORM_1.11CUTOFF_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Amyloid positivity determined by applying a cutoff value of 1.11 to the summary florbetapir cortical,N,binary,pet_amyloid,0.833765,2118,2,False,False,False,SUMMARYSUVR_WHOLECEREBNORM_1.11CUTOFF,exclude_high_missing,Availability is below the configured feature threshold.
SUMMARYSUVR_COMPOSITE_REFNORM_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Summary florbetapir cortical SUVR normalized by composite ref region.  See Jagust lab PDF on LONI fo,N,av45 ratio (cortical grey matter/composite ref region),pet_amyloid,0.833765,2118,1634,False,False,False,SUMMARYSUVR_COMPOSITE_REFNORM,exclude_high_missing,Availability is below the configured feature threshold.
SUMMARYSUVR_COMPOSITE_REFNORM_0.79CUTOFF_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Amyloid positivity determined by applying a cutoff value of 0.79 to the summary florbetapir cortical,N,binary,pet_amyloid,0.833765,2118,2,False,False,False,SUMMARYSUVR_COMPOSITE_REFNORM_0.79CUTOFF,exclude_high_missing,Availability is below the configured feature threshold.
BRAINSTEM_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,Reference region - florbetapir mean of brainstem.  Regions defined by Freesurfer; see Jagust lab PDF,N,av45 uptake - reference region,pet_amyloid,0.833765,2118,1866,False,False,False,BRAINSTEM,exclude_high_missing,Availability is below the configured feature threshold.
BRAINSTEM_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,brain-stem ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,1415,False,False,False,BRAINSTEM_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_3RD_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,3rd-ventricle,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1782,False,False,False,VENTRICLE_3RD,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_3RD_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,3rd-ventricle ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,873,False,False,False,VENTRICLE_3RD_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_4TH_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,4th-ventricle,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1746,False,False,False,VENTRICLE_4TH,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_4TH_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,4th-ventricle ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,855,False,False,False,VENTRICLE_4TH_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_5TH_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,5th-ventricle,N,av45 uptake - subregion,pet_amyloid,0.944902,702,669,False,False,False,VENTRICLE_5TH,exclude_high_missing,Availability is below the configured feature threshold.
VENTRICLE_5TH_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,5th-ventricle ROI size in mm^3,N,mm^3,pet_amyloid,0.944902,702,40,False,False,False,VENTRICLE_5TH_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_ANTERIOR_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-anterior,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1913,False,False,False,CC_ANTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-anterior ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,500,False,False,False,CC_ANTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_CENTRAL_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-central,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1904,False,False,False,CC_CENTRAL,exclude_high_missing,Availability is below the configured feature threshold.
CC_CENTRAL_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-central ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,296,False,False,False,CC_CENTRAL_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_ANTERIOR_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-mid-anterior,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1904,False,False,False,CC_MID_ANTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-mid-anterior ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,323,False,False,False,CC_MID_ANTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_POSTERIOR_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-mid-posterior,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1908,False,False,False,CC_MID_POSTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_MID_POSTERIOR_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-mid-posterior ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,327,False,False,False,CC_MID_POSTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CC_POSTERIOR_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-posterior,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1936,False,False,False,CC_POSTERIOR,exclude_high_missing,Availability is below the configured feature threshold.
CC_POSTERIOR_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,cc-posterior ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,505,False,False,False,CC_POSTERIOR_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
CSF_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,csf,N,av45 uptake - subregion,pet_amyloid,0.833765,2118,1762,False,False,False,CSF,exclude_high_missing,Availability is below the configured feature threshold.
CSF_SIZE_UCBERKELEYAV45_10_17_16,True,UCBERKELEYAV45,csf ROI size in mm^3,N,mm^3,pet_amyloid,0.833765,2118,751,False,False,False,CSF_SIZE,exclude_high_missing,Availability is below the configured feature threshold.
