"column_name","modality","missing_rate","non_missing_count","recommended_use"
"ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST104SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST104TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST104TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST105CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST105SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST105TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST105TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST106CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST106SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST106TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST106TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST107CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST107SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST107TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST107TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST108CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST108SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST108TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST109CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST109SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST109TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST109TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST110TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST110TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST111CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST111TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST112SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST113TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST113TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST114CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST114SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST114TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST114TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST115CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST115TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST116SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST116TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST116TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST117SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST117TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST118TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST119SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST119TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST119TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST11SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST120SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST121TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST122SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST123CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST123SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST123TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST123TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST124SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST125SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.376815","7940","include_optional"
"ST126SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST129CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST129SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST129TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST129TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST12SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST130CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST130SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST130TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST130TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST13CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST13SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST13TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST13TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST14SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST14TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST14TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST15SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST15TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST15TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST16SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST17SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST18SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST19SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST1SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST20SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST21SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST22CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST22SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST22TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST22TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST23TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST23TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST24CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375952","7951","include_optional"
"ST24SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375952","7951","include_optional"
"ST24TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375952","7951","include_optional"
"ST24TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375952","7951","include_optional"
"ST25CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST25SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST25TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST25TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST26SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST26TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST26TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST27SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST28CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST2SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST30SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST31CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST31SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST31TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST31TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST32SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST32TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST32TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST33SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST34CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST34TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST34TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST35CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST35SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST35TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST35TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST36CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST36SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST36TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST36TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST38TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST38TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST39SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST39TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST3SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST40SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST40TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST40TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST41SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST42SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST43CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST43SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST43TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST44CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.376109","7949","include_optional"
"ST44SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.376109","7949","include_optional"
"ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.376109","7949","include_optional"
"ST44TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.376109","7949","include_optional"
"ST45CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST45SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST45TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST45TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST46CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST46SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST46TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST46TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST47SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST47TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST47TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST48CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST48SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST48TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST49CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST49SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST49TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST49TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST4SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST50CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST50SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST50TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST51CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST51SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST51TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST51TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST52CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST52SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST52TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST53SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST54TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST55CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST55SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST55TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST56CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST56SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST56TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST56TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST57CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST57SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST57TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST57TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST58CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST58TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST58TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST59CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST59SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST59TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST5SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST60CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST60SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST60TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST60TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST62CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST62TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_optional"
"ST63SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST64CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST64SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST64TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
"ST64TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690605","3942","include_optional"
